date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_4_dummy,yt_pred_mlp_8,yt_pred_mlp_10,yt_pred_mlp_6,yt_pred_mlp_7
1961-01-01,2981.913157894736,2984.85976183163,2897.4442772931297,2792,2987.691518774145,2686.3589822316494,3087.5434970454357,2790.1641665804495,2429.0772684274452
1961-02-01,2964.2815789473675,2973.121414589639,2885.899735689384,2798,2976.9686185306764,2676.9051225078024,2927.2455769728535,2790.1641665804495,2395.8911902393215
1961-03-01,3100.965789473684,3115.698854686454,3028.864795162616,3007,3120.7402263021195,2928.684717413531,2986.1150251075596,2790.1641665804495,2566.5431074460475
1961-04-01,3209.0184210526304,3229.644714980366,3143.392087291769,3086,3236.048911626096,3118.3487333328385,3315.9177351836224,2790.1641665804495,2770.967279153774
1961-05-01,3271.9131578947363,3298.432679797468,3212.955296287372,3201,3306.358296671749,3275.396065503055,3395.520401294125,2790.1641665804495,2936.053811062092
1961-06-01,3426.3868421052625,3458.7995902868297,3374.2912642546926,3428,3468.395161502982,3522.6054706491263,3350.146119573969,2790.1641665804495,3248.561257593706
1961-07-01,3816.597368421052,3854.9033401772,3771.557885930567,3754,3866.307338815272,3862.4399775943216,3607.9429280819504,2790.1641665804495,3583.896807473231
1961-08-01,4921.386842105262,4965.586031383215,4883.597266578155,4917,4978.926871830417,4095.260255662352,3621.5597845219536,2790.1641665804495,3817.061638051593
1961-09-01,4171.597368421051,4221.689787134054,4141.251511460614,3760,4237.0858037702,4412.502143375309,3669.4749497715998,2790.1641665804495,4049.0997130870533
1961-10-01,3702.5447368421046,3758.53038197122,3679.8364100516296,3609,3776.089862066963,3832.6822879283245,3542.776929481038,2790.1641665804495,3493.192305184001
1961-11-01,3523.018421052631,3584.8972895174584,3508.141436035411,3471,3604.718458363544,3416.169391633059,4050.0972015324983,2790.1641665804495,3124.4484446691067
1961-12-01,3284.492105263157,3352.264196420527,3277.640273622485,3347,3374.435214829099,3111.927996971015,3487.8169908804657,2790.1641665804495,2819.0360644704842
1962-01-01,3107.705701754385,3181.862116720088,3137.6332410510067,3333,3233.4924524755606,3044.583801568559,3334.7393061135617,2790.1641665804495,2761.9896133861093
1962-02-01,3090.0741228070165,3171.10597376815,3129.428944910709,3456,3223.1878773478365,3166.4691310098938,2908.002415668449,2790.1641665804495,2768.186035576833
1962-03-01,3226.7583333333323,3314.665618155017,3275.7665517812693,3569,3367.286852162213,3337.9641327960376,3319.7123516669953,2790.1641665804495,2934.897456698185
1962-04-01,3334.81096491228,3429.593682738982,3393.6986932416376,3900,3482.8302694494178,3475.762560144956,3989.511436893837,2790.1641665804495,3064.1397979298654
1962-05-01,3397.705701754385,3499.3638518461366,3466.699053502337,3909,3553.2800743716925,3695.274090934893,3568.6931154964345,2790.1641665804495,3343.6873548389726
1962-06-01,3552.1793859649115,3660.712966625552,3631.5044746686335,4098,3715.3613699860416,3890.2490648890935,3503.6292417300233,2790.1641665804495,3531.956984476165
1962-07-01,3942.389912280701,4057.798920805975,4032.272851477367,4826,4113.22031198106,4246.252933018337,3876.4339505556013,2790.1641665804495,3883.900052410625
1962-08-01,5047.179385964912,5169.463816302042,5147.846289191697,5770,5225.687266571649,4657.346267885751,4336.500119807718,2790.1641665804495,4232.896202214973
1962-09-01,4297.389912280701,4426.549776342934,4409.06689307478,5108,4483.592599972702,4595.68677149395,3816.5128918363002,2790.1641665804495,4119.4776913865635
1962-10-01,3828.3372807017536,3964.3725754701513,3951.250452600302,4360,4022.240362609651,4385.531406921543,4025.949315286094,2790.1641665804495,3893.0442081771816
1962-11-01,3648.81096491228,3791.7216873064426,3783.18644145247,4100,3850.40828911845,3914.6664509621323,4474.081996063588,2790.1641665804495,3482.121821873496
1962-12-01,3410.2846491228065,3560.0707984995643,3556.3485438418147,3562,3619.5583246613633,3636.3366413894423,4446.533016437975,2790.1641665804495,3230.6998253803067
1963-01-01,3233.498245614034,3390.650923089177,3420.037078006488,3284,3477.94111324342,3460.030060309513,4044.7510450184495,2790.1641665804495,3062.028477658749
1963-02-01,3215.866666666666,3380.8769844272915,3415.5606505362257,3278,3466.8526839026654,3474.5098368732547,3639.959241590969,2790.1641665804495,2995.467180123674
1963-03-01,3352.5508771929817,3525.418833104212,3565.6584280107027,3424,3610.056722348441,3642.4717061813576,3796.5142928309915,2790.1641665804495,3115.2871399508313
1963-04-01,3460.603508771929,3641.329101978229,3687.383042008868,3843,3724.592444104617,3879.5940767652123,4484.213456850241,2790.1641665804495,3366.2726880356236
1963-05-01,3523.498245614034,3712.0814753754366,3764.20817674125,3614,3793.9201173265337,4134.913231768567,4154.505419800165,2790.1641665804495,3671.8276612129957
1963-06-01,3677.97192982456,3874.412794444903,3932.870674313108,3536,3954.763168064304,4335.228509624991,3951.627983642402,2790.1641665804495,3929.7197972091612
1963-07-01,4068.18245614035,4272.480952915379,4337.528429461288,4505,4351.266074999623,4666.316945406132,4510.354954096373,2790.1641665804495,4298.652033399688
1963-08-01,5172.971929824561,5385.128052701499,5457.023547448944,5456,5462.257527340493,5115.545073075907,4715.841857998386,2790.1641665804495,4716.4317411126485
1963-09-01,4423.18245614035,4643.196217032444,4722.198133539236,4881,4718.566214294924,5134.745553806607,4178.271442832241,2790.1641665804495,4675.46790363166
1963-10-01,3954.1298245614025,4182.001220449714,4268.367977205847,4041,4255.494509281454,4716.356468194027,4099.803525216453,2790.1641665804495,4237.36603525824
1963-11-01,3774.603508771929,4010.332536576058,4104.32255213299,3724,4081.81846992914,4090.7974168439464,4600.366508972916,2790.1641665804495,3674.561683542771
1963-12-01,3536.077192982455,3779.663852059232,3881.53554253119,3525,3848.9983643933474,3556.832446411427,4595.440577730322,2790.1641665804495,3208.6632834999523
1964-01-01,3359.290789473683,3611.2261809388974,3749.3072666386,3437,3705.283159672219,3359.8150519388787,3872.0778811604428,2790.1641665804495,3016.973291778856
1964-02-01,3341.659210526315,3602.4344465670647,3748.9463310449582,3324,3691.967207796903,3439.758934410062,3148.074966177502,2790.1641665804495,2998.777731550462
1964-03-01,3478.343421052631,3747.958499534038,3903.191902329937,3977,3832.812517469853,3617.727289525621,3595.1749058083255,2790.1641665804495,3107.574267922849
1964-04-01,3586.396052631578,3864.8509726981074,4029.096612072485,4025,3944.8566272080297,3971.959132187994,4463.412071004384,2790.1641665804495,3457.2099656257487
1964-05-01,3649.290789473683,3936.5855503853672,4110.134144483133,4016,4011.558128159904,4012.0175153602463,4083.2823339958127,2790.1641665804495,3565.493122302389
1964-06-01,3803.76447368421,4099.899073744887,4283.04134166714,4031,4169.638769368665,4174.046198465222,3810.8542002086915,2790.1641665804495,3790.0034538312834
1964-07-01,4193.974999999999,4498.949436505416,4691.97609836135,4489,4563.241352509127,4651.99613706744,4254.443897051109,2790.1641665804495,4260.198536778131
1964-08-01,5298.76447368421,5612.578740581588,5815.780519828918,5563,5671.19288978242,4950.12664385719,4765.793247075461,2790.1641665804495,4547.254562323468
1964-09-01,4548.974999999999,4871.629109202585,5085.296711333004,5709,4924.320393389631,4975.032739177393,4261.543595565211,2790.1641665804495,4483.205141104906
1964-10-01,4079.922368421052,4411.416316909908,4635.840462347293,4620,4457.924559742411,4784.0057673791125,3929.8035094172633,2790.1641665804495,4245.022371355046
1964-11-01,3900.396052631578,4240.729837326305,4476.201246555993,4160,4280.779769462928,4242.071415789905,4591.60443904396,2790.1641665804495,3737.5481249636623
1964-12-01,3661.869736842104,4011.043357099531,4257.852748169634,4012,4044.34461369966,3791.4703900029544,4796.171020309735,2790.1641665804495,3368.4164026237772
1965-01-01,3485.0833333333326,3843.587890269249,4130.095285426367,3987,3896.866382443842,3618.5527480610504,4265.9238214944535,2790.1641665804495,3212.50927123663
1965-02-01,3467.451754385964,3835.778360187469,4134.237464915928,4155,3879.63775071972,3755.875373043759,3697.0387125046736,2790.1641665804495,3276.312261814375
1965-03-01,3604.13596491228,3982.2846174444944,4293.018453217997,4054,4016.4190502228894,4162.363842428258,3797.0010206656025,2790.1641665804495,3562.3684085767227
1965-04-01,3712.188596491227,4100.159294898617,4423.490881911514,4485,4124.246142463397,4223.6438286045595,4585.728660066421,2790.1641665804495,3624.241010430116
1965-05-01,3775.0833333333326,4172.87607687593,4509.128435207012,4558,4186.575941582794,4375.496540688275,4881.2529754240795,2790.1641665804495,3835.317891591505
1965-06-01,3929.5570175438593,4337.171804525502,4686.667955209753,4462,4340.12851961743,4556.83643403918,4292.24739581484,2790.1641665804495,4078.937971132093
1965-07-01,4319.767543859648,4737.204371576083,5100.267336656577,4594,4729.045001235174,4874.860051884147,4409.291293065215,2790.1641665804495,4413.352847905652
1965-08-01,5424.557017543859,5851.815879942307,6228.768684810644,6481,5832.150721630294,5258.797781239012,4955.783180400315,2790.1641665804495,4760.06765672657
1965-09-01,4674.767543859648,5111.848452853357,5503.014104935111,6345,5080.271015996967,5693.30888582126,4994.741746612747,2790.1641665804495,5102.097735374326
1965-10-01,4205.7149122807,4652.617864850734,5058.319386503661,5142,4608.70490373995,5404.20179646117,4508.182140032722,2790.1641665804495,4751.941800286754
1965-11-01,4026.188596491228,4482.913589557182,4903.474003200505,4824,4426.225088474546,4741.823934897787,4962.15515458293,2790.1641665804495,4166.661024710161
1965-12-01,3787.662280701754,4254.209313620462,4689.951639236172,4573,4184.28848434229,4349.467587929672,5270.723953293215,2790.1641665804495,3815.6899533219403
1966-01-01,3610.8758771929815,4087.736051080232,4567.052612848814,4158,4031.1407043275694,4192.867626078084,5031.939812813535,2790.1641665804495,3717.332180330816
1966-02-01,3593.2442982456128,4080.908725288505,4576.085530628166,4140,4008.0727464477113,4158.784027424856,4338.396122302144,2790.1641665804495,3595.8815237328727
1966-03-01,3729.928508771929,4228.397186835583,4739.7895591539045,4251,4138.843265391415,4271.422111597832,3900.561307160597,2790.1641665804495,3616.805516226372
1966-04-01,3837.981140350877,4347.254068579758,4875.217330004977,4734,4240.48644566184,4543.854681053253,5157.328142611202,2790.1641665804495,3853.443914507067
1966-05-01,3900.8758771929815,4420.953054847123,4965.842527391913,4858,4296.457524393651,4772.392640513547,5278.0842968987745,2790.1641665804495,4144.796958709524
1966-06-01,4055.349561403508,4586.230986786748,5148.401993419971,4798,4443.474896616282,4913.341432045387,4509.091159729862,2790.1641665804495,4342.963189251105
1966-07-01,4445.560087719297,4987.245758127382,5567.053622825997,5080,4825.678009990743,5289.70422921758,4716.517726022202,2790.1641665804495,4750.159162621556
1966-08-01,5550.349561403507,6102.839470783659,6700.6395208731465,6905,5921.890522704389,5932.942654836609,5726.632735049744,2790.1641665804495,5371.790325378542
1966-09-01,4800.560087719297,5363.854247984761,5980.001792824578,5504,5162.93609294449,6229.123445158964,5406.376126259702,2790.1641665804495,5592.417761435382
1966-10-01,4331.50745614035,4905.60586427219,5540.456228153974,5457,4684.112063108931,5478.950464278019,4869.983573501597,2790.1641665804495,4841.949018147094
1966-11-01,4151.981140350877,4736.883793268691,5390.792300545551,5198,4494.189459806077,5053.522221718619,5462.868678876427,2790.1641665804495,4456.621066172259
1966-12-01,3913.4548245614014,4509.161721622024,5182.483694209827,4890,4244.623520170654,4743.3698236055425,5294.501457290065,2790.1641665804495,4134.705671526692
